Gene stable ID,Gene stable ID version,Chromosome/scaffold name,Gene type
ENSMUSG00000100449,ENSMUSG00000100449.1,Y,unprocessed_pseudogene
ENSMUSG00000101990,ENSMUSG00000101990.1,Y,unprocessed_pseudogene
ENSMUSG00000099642,ENSMUSG00000099642.1,Y,lincRNA
ENSMUSG00000101354,ENSMUSG00000101354.1,Y,unprocessed_pseudogene
ENSMUSG00000101835,ENSMUSG00000101835.1,Y,unprocessed_pseudogene
ENSMUSG00000102127,ENSMUSG00000102127.1,Y,lincRNA
ENSMUSG00000099362,ENSMUSG00000099362.1,Y,lincRNA
ENSMUSG00000099921,ENSMUSG00000099921.1,Y,lincRNA
ENSMUSG00000095705,ENSMUSG00000095705.1,Y,rRNA
ENSMUSG00000100581,ENSMUSG00000100581.1,Y,unprocessed_pseudogene
ENSMUSG00000095650,ENSMUSG00000095650.2,Y,protein_coding
ENSMUSG00000099477,ENSMUSG00000099477.1,Y,unprocessed_pseudogene
ENSMUSG00000102092,ENSMUSG00000102092.1,Y,unprocessed_pseudogene
ENSMUSG00000101989,ENSMUSG00000101989.1,Y,lincRNA
ENSMUSG00000100288,ENSMUSG00000100288.1,Y,lincRNA
ENSMUSG00000099341,ENSMUSG00000099341.1,Y,lincRNA
ENSMUSG00000101282,ENSMUSG00000101282.1,Y,lincRNA
ENSMUSG00000094937,ENSMUSG00000094937.1,Y,rRNA
ENSMUSG00000101221,ENSMUSG00000101221.1,Y,unprocessed_pseudogene
ENSMUSG00000099992,ENSMUSG00000099992.1,Y,unprocessed_pseudogene
ENSMUSG00000101346,ENSMUSG00000101346.1,Y,unprocessed_pseudogene
ENSMUSG00000101230,ENSMUSG00000101230.1,Y,unprocessed_pseudogene
ENSMUSG00000102061,ENSMUSG00000102061.1,Y,lincRNA
ENSMUSG00000101961,ENSMUSG00000101961.1,Y,lincRNA
ENSMUSG00000100240,ENSMUSG00000100240.1,Y,protein_coding
ENSMUSG00000101347,ENSMUSG00000101347.1,Y,unprocessed_pseudogene
ENSMUSG00000099824,ENSMUSG00000099824.1,Y,lincRNA
ENSMUSG00000093928,ENSMUSG00000093928.1,Y,rRNA
ENSMUSG00000100116,ENSMUSG00000100116.1,Y,unprocessed_pseudogene
ENSMUSG00000099524,ENSMUSG00000099524.1,Y,unprocessed_pseudogene
ENSMUSG00000100854,ENSMUSG00000100854.1,Y,unprocessed_pseudogene
ENSMUSG00000101092,ENSMUSG00000101092.1,Y,unprocessed_pseudogene
ENSMUSG00000100817,ENSMUSG00000100817.1,Y,lincRNA
ENSMUSG00000102110,ENSMUSG00000102110.1,Y,lincRNA
ENSMUSG00000100973,ENSMUSG00000100973.1,Y,unprocessed_pseudogene
ENSMUSG00000099588,ENSMUSG00000099588.1,Y,unprocessed_pseudogene
ENSMUSG00000100028,ENSMUSG00000100028.1,Y,processed_pseudogene
ENSMUSG00000100350,ENSMUSG00000100350.1,Y,lincRNA
ENSMUSG00000100887,ENSMUSG00000100887.1,Y,lincRNA
ENSMUSG00000100655,ENSMUSG00000100655.1,Y,unprocessed_pseudogene
ENSMUSG00000101670,ENSMUSG00000101670.1,Y,unprocessed_pseudogene
ENSMUSG00000100773,ENSMUSG00000100773.1,Y,unprocessed_pseudogene
ENSMUSG00000101829,ENSMUSG00000101829.1,Y,unprocessed_pseudogene
ENSMUSG00000099496,ENSMUSG00000099496.1,Y,lincRNA
ENSMUSG00000094399,ENSMUSG00000094399.7,Y,protein_coding
ENSMUSG00000099912,ENSMUSG00000099912.1,Y,unprocessed_pseudogene
ENSMUSG00000100377,ENSMUSG00000100377.1,Y,processed_pseudogene
ENSMUSG00000100243,ENSMUSG00000100243.1,Y,lincRNA
ENSMUSG00000101902,ENSMUSG00000101902.1,Y,unprocessed_pseudogene
ENSMUSG00000102132,ENSMUSG00000102132.1,Y,unprocessed_pseudogene
ENSMUSG00000099856,ENSMUSG00000099856.1,Y,protein_coding
ENSMUSG00000101241,ENSMUSG00000101241.1,Y,unprocessed_pseudogene
ENSMUSG00000100695,ENSMUSG00000100695.1,Y,processed_pseudogene
ENSMUSG00000101866,ENSMUSG00000101866.1,Y,lincRNA
ENSMUSG00000101931,ENSMUSG00000101931.1,Y,lincRNA
ENSMUSG00000100355,ENSMUSG00000100355.1,Y,unprocessed_pseudogene
ENSMUSG00000101646,ENSMUSG00000101646.1,Y,unprocessed_pseudogene
ENSMUSG00000101250,ENSMUSG00000101250.1,Y,unprocessed_pseudogene
ENSMUSG00000100352,ENSMUSG00000100352.1,Y,lincRNA
ENSMUSG00000100682,ENSMUSG00000100682.1,Y,lincRNA
ENSMUSG00000101915,ENSMUSG00000101915.1,Y,protein_coding
ENSMUSG00000100746,ENSMUSG00000100746.1,Y,unprocessed_pseudogene
ENSMUSG00000099675,ENSMUSG00000099675.1,Y,processed_pseudogene
ENSMUSG00000101770,ENSMUSG00000101770.1,Y,lincRNA
ENSMUSG00000099643,ENSMUSG00000099643.1,Y,lincRNA
ENSMUSG00000099777,ENSMUSG00000099777.1,Y,unprocessed_pseudogene
ENSMUSG00000100930,ENSMUSG00000100930.1,Y,lincRNA
ENSMUSG00000100440,ENSMUSG00000100440.1,Y,lincRNA
ENSMUSG00000101494,ENSMUSG00000101494.1,Y,unprocessed_pseudogene
ENSMUSG00000099649,ENSMUSG00000099649.1,Y,lincRNA
ENSMUSG00000100391,ENSMUSG00000100391.1,Y,unprocessed_pseudogene
ENSMUSG00000101984,ENSMUSG00000101984.1,Y,lincRNA
ENSMUSG00000100637,ENSMUSG00000100637.1,Y,unprocessed_pseudogene
ENSMUSG00000101850,ENSMUSG00000101850.1,Y,unprocessed_pseudogene
ENSMUSG00000099436,ENSMUSG00000099436.1,Y,lincRNA
ENSMUSG00000100067,ENSMUSG00000100067.1,Y,lincRNA
ENSMUSG00000100818,ENSMUSG00000100818.1,Y,unprocessed_pseudogene
ENSMUSG00000099529,ENSMUSG00000099529.1,Y,unprocessed_pseudogene
ENSMUSG00000101497,ENSMUSG00000101497.1,Y,unprocessed_pseudogene
ENSMUSG00000100870,ENSMUSG00000100870.1,Y,unprocessed_pseudogene
ENSMUSG00000101694,ENSMUSG00000101694.1,Y,lincRNA
ENSMUSG00000101533,ENSMUSG00000101533.1,Y,lincRNA
ENSMUSG00000102045,ENSMUSG00000102045.1,Y,protein_coding
ENSMUSG00000100492,ENSMUSG00000100492.1,Y,lincRNA
ENSMUSG00000100403,ENSMUSG00000100403.1,Y,unprocessed_pseudogene
ENSMUSG00000099982,ENSMUSG00000099982.1,Y,lincRNA
ENSMUSG00000100036,ENSMUSG00000100036.1,Y,unprocessed_pseudogene
ENSMUSG00000101402,ENSMUSG00000101402.1,Y,lincRNA
ENSMUSG00000100574,ENSMUSG00000100574.1,Y,lincRNA
ENSMUSG00000100330,ENSMUSG00000100330.1,Y,unprocessed_pseudogene
ENSMUSG00000100608,ENSMUSG00000100608.1,Y,protein_coding
ENSMUSG00000100270,ENSMUSG00000100270.1,Y,unprocessed_pseudogene
ENSMUSG00000102011,ENSMUSG00000102011.1,Y,lincRNA
ENSMUSG00000100246,ENSMUSG00000100246.1,Y,unprocessed_pseudogene
ENSMUSG00000100533,ENSMUSG00000100533.6,Y,lincRNA
ENSMUSG00000096178,ENSMUSG00000096178.7,Y,protein_coding
ENSMUSG00000100964,ENSMUSG00000100964.1,Y,unprocessed_pseudogene
ENSMUSG00000099619,ENSMUSG00000099619.6,Y,lincRNA
ENSMUSG00000099399,ENSMUSG00000099399.6,Y,lincRNA
ENSMUSG00000095366,ENSMUSG00000095366.2,Y,lincRNA
ENSMUSG00000095134,ENSMUSG00000095134.2,Y,unprocessed_pseudogene
ENSMUSG00000096768,ENSMUSG00000096768.8,Y,lincRNA
ENSMUSG00000099871,ENSMUSG00000099871.1,Y,unprocessed_pseudogene
ENSMUSG00000096850,ENSMUSG00000096850.1,Y,protein_coding
